timestamp,solar_mw
2024-01-01 00:00:00,18.52
2024-01-01 01:00:00,38.19
2024-01-01 02:00:00,0.0
2024-01-01 03:00:00,11.26
2024-01-01 04:00:00,0.0
2024-01-01 05:00:00,0.0
2024-01-01 06:00:00,0.0
2024-01-01 07:00:00,112.13
2024-01-01 08:00:00,250.97
2024-01-01 09:00:00,336.93
2024-01-01 10:00:00,438.42
2024-01-01 11:00:00,481.96
2024-01-01 12:00:00,495.22
2024-01-01 13:00:00,464.81
2024-01-01 14:00:00,421.48
2024-01-01 15:00:00,368.66
2024-01-01 16:00:00,260.02
2024-01-01 17:00:00,109.86
2024-01-01 18:00:00,1.99
2024-01-01 19:00:00,15.03
2024-01-01 20:00:00,0.0
2024-01-01 21:00:00,10.87
2024-01-01 22:00:00,0.0
2024-01-01 23:00:00,11.41
2024-01-02 00:00:00,0.0
2024-01-02 01:00:00,0.0
2024-01-02 02:00:00,0.0
2024-01-02 03:00:00,0.96
2024-01-02 04:00:00,5.19
2024-01-02 05:00:00,0.0
2024-01-02 06:00:00,12.77
2024-01-02 07:00:00,96.18
2024-01-02 08:00:00,248.68
2024-01-02 09:00:00,329.33
2024-01-02 10:00:00,419.98
2024-01-02 11:00:00,483.91
2024-01-02 12:00:00,482.79
2024-01-02 13:00:00,475.27
2024-01-02 14:00:00,453.14
2024-01-02 15:00:00,342.02
2024-01-02 16:00:00,266.71
2024-01-02 17:00:00,106.82
2024-01-02 18:00:00,10.6
2024-01-02 19:00:00,28.83
2024-01-02 20:00:00,0.0
2024-01-02 21:00:00,0.0
2024-01-02 22:00:00,11.54
2024-01-02 23:00:00,0.0
2024-01-03 00:00:00,7.42
2024-01-03 01:00:00,0.0
2024-01-03 02:00:00,1.73
2024-01-03 03:00:00,0.0
2024-01-03 04:00:00,23.36
2024-01-03 05:00:00,5.09
2024-01-03 06:00:00,6.75
2024-01-03 07:00:00,121.17
2024-01-03 08:00:00,240.25
2024-01-03 09:00:00,344.9
2024-01-03 10:00:00,440.9
2024-01-03 11:00:00,474.54
2024-01-03 12:00:00,505.8
2024-01-03 13:00:00,524.47
2024-01-03 14:00:00,450.44
2024-01-03 15:00:00,347.03
2024-01-03 16:00:00,274.02
2024-01-03 17:00:00,121.25
2024-01-03 18:00:00,0.0
2024-01-03 19:00:00,0.0
2024-01-03 20:00:00,0.0
2024-01-03 21:00:00,0.0
2024-01-03 22:00:00,0.37
2024-01-03 23:00:00,33.53
2024-01-04 00:00:00,6.54
2024-01-04 01:00:00,0.0
2024-01-04 02:00:00,16.59
2024-01-04 03:00:00,0.0
2024-01-04 04:00:00,4.71
2024-01-04 05:00:00,15.42
2024-01-04 06:00:00,0.0
2024-01-04 07:00:00,152.28
2024-01-04 08:00:00,256.77
2024-01-04 09:00:00,345.25
2024-01-04 10:00:00,445.67
2024-01-04 11:00:00,528.38
2024-01-04 12:00:00,503.64
2024-01-04 13:00:00,487.93
2024-01-04 14:00:00,423.83
2024-01-04 15:00:00,336.56
2024-01-04 16:00:00,266.61
2024-01-04 17:00:00,112.29
2024-01-04 18:00:00,1.43
2024-01-04 19:00:00,0.0
2024-01-04 20:00:00,9.58
2024-01-04 21:00:00,6.67
2024-01-04 22:00:00,20.75
2024-01-04 23:00:00,0.0
2024-01-05 00:00:00,0.0
2024-01-05 01:00:00,0.0
2024-01-05 02:00:00,0.0
2024-01-05 03:00:00,7.55
2024-01-05 04:00:00,15.14
2024-01-05 05:00:00,0.0
2024-01-05 06:00:00,17.39
2024-01-05 07:00:00,156.52
2024-01-05 08:00:00,258.27
2024-01-05 09:00:00,391.09
2024-01-05 10:00:00,417.54
2024-01-05 11:00:00,458.07
2024-01-05 12:00:00,464.43
2024-01-05 13:00:00,512.88
2024-01-05 14:00:00,446.1
2024-01-05 15:00:00,352.44
2024-01-05 16:00:00,255.6
2024-01-05 17:00:00,106.9
2024-01-05 18:00:00,48.92
2024-01-05 19:00:00,2.58
2024-01-05 20:00:00,2.19
2024-01-05 21:00:00,14.52
2024-01-05 22:00:00,9.62
2024-01-05 23:00:00,4.48
2024-01-06 00:00:00,0.0
2024-01-06 01:00:00,9.43
2024-01-06 02:00:00,37.64
2024-01-06 03:00:00,26.91
2024-01-06 04:00:00,31.86
2024-01-06 05:00:00,0.0
2024-01-06 06:00:00,0.0
2024-01-06 07:00:00,126.89
2024-01-06 08:00:00,251.11
2024-01-06 09:00:00,375.44
2024-01-06 10:00:00,399.16
2024-01-06 11:00:00,513.55
2024-01-06 12:00:00,496.84
2024-01-06 13:00:00,474.43
2024-01-06 14:00:00,412.77
2024-01-06 15:00:00,320.46
2024-01-06 16:00:00,266.46
2024-01-06 17:00:00,130.88
2024-01-06 18:00:00,0.0
2024-01-06 19:00:00,0.0
2024-01-06 20:00:00,0.0
2024-01-06 21:00:00,33.38
2024-01-06 22:00:00,0.0
2024-01-06 23:00:00,0.0
2024-01-07 00:00:00,0.0
2024-01-07 01:00:00,0.0
2024-01-07 02:00:00,0.0
2024-01-07 03:00:00,0.0
2024-01-07 04:00:00,0.0
2024-01-07 05:00:00,13.92
2024-01-07 06:00:00,36.98
2024-01-07 07:00:00,151.94
2024-01-07 08:00:00,244.62
2024-01-07 09:00:00,331.42
2024-01-07 10:00:00,484.48
2024-01-07 11:00:00,484.15
2024-01-07 12:00:00,500.28
2024-01-07 13:00:00,482.48
2024-01-07 14:00:00,436.97
2024-01-07 15:00:00,350.67
2024-01-07 16:00:00,238.53
2024-01-07 17:00:00,118.47
2024-01-07 18:00:00,0.0
2024-01-07 19:00:00,0.0
2024-01-07 20:00:00,0.0
2024-01-07 21:00:00,2.13
2024-01-07 22:00:00,0.0
2024-01-07 23:00:00,30.08
2024-01-08 00:00:00,0.0
2024-01-08 01:00:00,21.83
2024-01-08 02:00:00,24.92
2024-01-08 03:00:00,0.0
2024-01-08 04:00:00,0.0
2024-01-08 05:00:00,0.0
2024-01-08 06:00:00,0.0
2024-01-08 07:00:00,113.85
2024-01-08 08:00:00,227.79
2024-01-08 09:00:00,388.6
2024-01-08 10:00:00,451.73
2024-01-08 11:00:00,508.39
2024-01-08 12:00:00,514.43
2024-01-08 13:00:00,460.38
2024-01-08 14:00:00,422.52
2024-01-08 15:00:00,363.34
2024-01-08 16:00:00,225.56
2024-01-08 17:00:00,143.67
2024-01-08 18:00:00,0.0
2024-01-08 19:00:00,0.0
2024-01-08 20:00:00,14.22
2024-01-08 21:00:00,8.89
2024-01-08 22:00:00,0.0
2024-01-08 23:00:00,23.19
2024-01-09 00:00:00,0.0
2024-01-09 01:00:00,12.32
2024-01-09 02:00:00,11.86
2024-01-09 03:00:00,0.0
2024-01-09 04:00:00,6.52
2024-01-09 05:00:00,0.0
2024-01-09 06:00:00,18.48
2024-01-09 07:00:00,125.71
2024-01-09 08:00:00,239.55
2024-01-09 09:00:00,374.53
2024-01-09 10:00:00,418.93
2024-01-09 11:00:00,454.79
2024-01-09 12:00:00,468.87
2024-01-09 13:00:00,495.08
2024-01-09 14:00:00,407.4
2024-01-09 15:00:00,388.65
2024-01-09 16:00:00,208.36
2024-01-09 17:00:00,163.34
2024-01-09 18:00:00,4.22
2024-01-09 19:00:00,0.0
2024-01-09 20:00:00,0.0
2024-01-09 21:00:00,7.98
2024-01-09 22:00:00,0.0
2024-01-09 23:00:00,22.07
2024-01-10 00:00:00,2.28
2024-01-10 01:00:00,3.01
2024-01-10 02:00:00,0.0
2024-01-10 03:00:00,0.0
2024-01-10 04:00:00,6.16
2024-01-10 05:00:00,0.0
2024-01-10 06:00:00,0.0
2024-01-10 07:00:00,144.27
2024-01-10 08:00:00,253.42
2024-01-10 09:00:00,349.87
2024-01-10 10:00:00,433.38
2024-01-10 11:00:00,489.91
2024-01-10 12:00:00,489.2
2024-01-10 13:00:00,467.4
2024-01-10 14:00:00,436.93
2024-01-10 15:00:00,333.99
2024-01-10 16:00:00,258.17
2024-01-10 17:00:00,95.36
2024-01-10 18:00:00,20.58
2024-01-10 19:00:00,9.45
2024-01-10 20:00:00,5.12
2024-01-10 21:00:00,19.65
2024-01-10 22:00:00,33.31
2024-01-10 23:00:00,20.29
2024-01-11 00:00:00,0.0
2024-01-11 01:00:00,0.0
2024-01-11 02:00:00,0.0
2024-01-11 03:00:00,0.52
2024-01-11 04:00:00,10.35
2024-01-11 05:00:00,0.0
2024-01-11 06:00:00,3.74
2024-01-11 07:00:00,114.3
2024-01-11 08:00:00,237.77
2024-01-11 09:00:00,325.42
2024-01-11 10:00:00,414.55
2024-01-11 11:00:00,455.93
2024-01-11 12:00:00,480.48
2024-01-11 13:00:00,504.04
2024-01-11 14:00:00,414.02
2024-01-11 15:00:00,406.2
2024-01-11 16:00:00,259.87
2024-01-11 17:00:00,133.11
2024-01-11 18:00:00,0.0
2024-01-11 19:00:00,14.01
2024-01-11 20:00:00,0.0
2024-01-11 21:00:00,2.44
2024-01-11 22:00:00,51.2
2024-01-11 23:00:00,0.0
2024-01-12 00:00:00,22.99
2024-01-12 01:00:00,0.0
2024-01-12 02:00:00,0.0
2024-01-12 03:00:00,35.42
2024-01-12 04:00:00,0.0
2024-01-12 05:00:00,36.25
2024-01-12 06:00:00,14.16
2024-01-12 07:00:00,118.16
2024-01-12 08:00:00,262.65
2024-01-12 09:00:00,373.0
2024-01-12 10:00:00,445.45
2024-01-12 11:00:00,451.56
2024-01-12 12:00:00,485.46
2024-01-12 13:00:00,478.01
2024-01-12 14:00:00,431.52
2024-01-12 15:00:00,365.97
2024-01-12 16:00:00,253.55
2024-01-12 17:00:00,102.7
2024-01-12 18:00:00,7.6
2024-01-12 19:00:00,12.21
2024-01-12 20:00:00,11.2
2024-01-12 21:00:00,21.62
2024-01-12 22:00:00,16.68
2024-01-12 23:00:00,9.18
2024-01-13 00:00:00,0.0
2024-01-13 01:00:00,0.0
2024-01-13 02:00:00,8.59
2024-01-13 03:00:00,4.15
2024-01-13 04:00:00,5.43
2024-01-13 05:00:00,0.0
2024-01-13 06:00:00,0.0
2024-01-13 07:00:00,150.47
2024-01-13 08:00:00,249.21
2024-01-13 09:00:00,367.18
2024-01-13 10:00:00,433.58
2024-01-13 11:00:00,483.56
2024-01-13 12:00:00,518.77
2024-01-13 13:00:00,472.64
2024-01-13 14:00:00,434.94
2024-01-13 15:00:00,344.31
2024-01-13 16:00:00,241.31
2024-01-13 17:00:00,123.23
2024-01-13 18:00:00,4.44
2024-01-13 19:00:00,0.0
2024-01-13 20:00:00,25.12
2024-01-13 21:00:00,0.0
2024-01-13 22:00:00,0.0
2024-01-13 23:00:00,0.0
2024-01-14 00:00:00,28.94
2024-01-14 01:00:00,3.93
2024-01-14 02:00:00,20.64
2024-01-14 03:00:00,0.0
2024-01-14 04:00:00,5.34
2024-01-14 05:00:00,17.79
2024-01-14 06:00:00,1.65
2024-01-14 07:00:00,150.72
2024-01-14 08:00:00,239.65
2024-01-14 09:00:00,381.74
2024-01-14 10:00:00,478.99
2024-01-14 11:00:00,475.71
2024-01-14 12:00:00,491.09
2024-01-14 13:00:00,512.03
2024-01-14 14:00:00,464.6
2024-01-14 15:00:00,343.1
2024-01-14 16:00:00,241.6
2024-01-14 17:00:00,123.77
2024-01-14 18:00:00,0.0
2024-01-14 19:00:00,0.0
2024-01-14 20:00:00,0.0
2024-01-14 21:00:00,0.0
2024-01-14 22:00:00,0.0
2024-01-14 23:00:00,4.68
2024-01-15 00:00:00,31.01
2024-01-15 01:00:00,0.0
2024-01-15 02:00:00,19.69
2024-01-15 03:00:00,0.0
2024-01-15 04:00:00,0.0
2024-01-15 05:00:00,13.5
2024-01-15 06:00:00,0.0
2024-01-15 07:00:00,137.06
2024-01-15 08:00:00,253.33
2024-01-15 09:00:00,363.4
2024-01-15 10:00:00,438.8
2024-01-15 11:00:00,532.07
2024-01-15 12:00:00,487.25
2024-01-15 13:00:00,472.34
2024-01-15 14:00:00,420.55
2024-01-15 15:00:00,342.44
2024-01-15 16:00:00,237.25
2024-01-15 17:00:00,153.19
2024-01-15 18:00:00,28.41
